electionrecordid,raceorder,votes,reported,race,candidate,party,town,precinct,r_d,r_g,r_r,r_u,pct_d,pct_r,pct_u
601,113,0,0,Question 4: Minimum Wage Increase,Yes,,Mariaville,Mariaville,76,18,113,148,0.21,0,0
602,113,0,0,Question 4: Minimum Wage Increase,Yes,,Mount Desert,Mount Desert,637,66,494,615,0.35,0,0
603,113,0,0,Question 4: Minimum Wage Increase,Yes,,Orland,Orland,446,72,415,648,0.28,0,0
604,113,0,0,Question 4: Minimum Wage Increase,Yes,,Osborn,Osborn,9,1,33,8,0.18,0,0
605,113,0,0,Question 4: Minimum Wage Increase,Yes,,Otis,Otis,131,29,218,193,0.23,0,0
606,113,0,0,Question 4: Minimum Wage Increase,Yes,,Penobscot,Penobscot,286,52,297,367,0.29,0,0
607,113,0,0,Question 4: Minimum Wage Increase,Yes,,Sedgwick,Sedgwick,342,57,238,336,0.35,0,0
608,113,0,0,Question 4: Minimum Wage Increase,Yes,,Sorrento,Sorrento,86,8,94,77,0.32,0,0
609,113,0,0,Question 4: Minimum Wage Increase,Yes,,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0,0
610,113,0,0,Question 4: Minimum Wage Increase,Yes,,Stonington,Stonington,285,37,169,410,0.32,0,0
611,113,0,0,Question 4: Minimum Wage Increase,Yes,,Sullivan,Sullivan,208,56,258,349,0.24,0,0
612,113,0,0,Question 4: Minimum Wage Increase,Yes,,Surry,Surry,378,64,433,368,0.3,0,0
613,113,0,0,Question 4: Minimum Wage Increase,Yes,,Swans Island,Swans Island,64,19,115,118,0.2,0,0
614,113,0,0,Question 4: Minimum Wage Increase,Yes,,Tremont,Tremont,64,19,115,118,0.2,0,0
615,113,0,0,Question 4: Minimum Wage Increase,Yes,,Trenton,Trenton,290,55,359,419,0.26,0,0
616,113,0,0,Question 4: Minimum Wage Increase,Yes,,Verona Island,Verona Island,136,14,141,134,0.32,0,0
617,113,0,0,Question 4: Minimum Wage Increase,Yes,,Waltham,Waltham,45,7,139,71,0.17,0,0
618,113,0,0,Question 4: Minimum Wage Increase,Yes,,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0,0
619,113,0,0,Question 4: Minimum Wage Increase,No,,Amherst,Amherst,52,9,73,66,0.26,0,0
620,113,0,0,Question 4: Minimum Wage Increase,No,,Aurora,Aurora,15,2,38,22,0.19,0,0
621,113,0,0,Question 4: Minimum Wage Increase,No,,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0,0
622,113,0,0,Question 4: Minimum Wage Increase,No,,Blue Hill,Blue Hill,902,81,624,676,0.4,0,0
623,113,0,0,Question 4: Minimum Wage Increase,No,,Brooklin,Brooklin,257,45,191,248,0.35,0,0
624,113,0,0,Question 4: Minimum Wage Increase,No,,Brooksville,Brooksville,291,45,220,241,0.37,0,0
625,113,0,0,Question 4: Minimum Wage Increase,No,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0,0
626,113,0,0,Question 4: Minimum Wage Increase,No,,Castine,Castine,307,48,316,375,0.29,0,0
627,113,0,0,Question 4: Minimum Wage Increase,No,,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0,0
628,113,0,0,Question 4: Minimum Wage Increase,No,,Dedham,Dedham,324,41,450,506,0.25,0,0
629,113,0,0,Question 4: Minimum Wage Increase,No,,Deer Isle,Deer Isle,574,62,416,644,0.34,0,0
630,113,0,0,Question 4: Minimum Wage Increase,No,,Eastbrook,Eastbrook,73,10,124,112,0.23,0,0
631,113,0,0,Question 4: Minimum Wage Increase,No,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0,0
632,113,0,0,Question 4: Minimum Wage Increase,No,,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0,0
633,113,0,0,Question 4: Minimum Wage Increase,No,,Great Pond,Great Pond,9,0,16,14,0.23,0,0
634,113,0,0,Question 4: Minimum Wage Increase,No,,Hancock,Hancock,407,62,676,582,0.24,0,0
635,113,0,0,Question 4: Minimum Wage Increase,No,,Lamoine,Lamoine,374,63,535,458,0.26,0,0
636,113,0,0,Question 4: Minimum Wage Increase,No,,Mariaville,Mariaville,76,18,113,148,0.21,0,0
637,113,0,0,Question 4: Minimum Wage Increase,No,,Mount Desert,Mount Desert,637,66,494,615,0.35,0,0
638,113,0,0,Question 4: Minimum Wage Increase,No,,Orland,Orland,446,72,415,648,0.28,0,0
639,113,0,0,Question 4: Minimum Wage Increase,No,,Osborn,Osborn,9,1,33,8,0.18,0,0
640,113,0,0,Question 4: Minimum Wage Increase,No,,Otis,Otis,131,29,218,193,0.23,0,0
641,113,0,0,Question 4: Minimum Wage Increase,No,,Penobscot,Penobscot,286,52,297,367,0.29,0,0
642,113,0,0,Question 4: Minimum Wage Increase,No,,Sedgwick,Sedgwick,342,57,238,336,0.35,0,0
643,113,0,0,Question 4: Minimum Wage Increase,No,,Sorrento,Sorrento,86,8,94,77,0.32,0,0
644,113,0,0,Question 4: Minimum Wage Increase,No,,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0,0
645,113,0,0,Question 4: Minimum Wage Increase,No,,Stonington,Stonington,285,37,169,410,0.32,0,0
646,113,0,0,Question 4: Minimum Wage Increase,No,,Sullivan,Sullivan,208,56,258,349,0.24,0,0
647,113,0,0,Question 4: Minimum Wage Increase,No,,Surry,Surry,378,64,433,368,0.3,0,0
648,113,0,0,Question 4: Minimum Wage Increase,No,,Swans Island,Swans Island,64,19,115,118,0.2,0,0
649,113,0,0,Question 4: Minimum Wage Increase,No,,Tremont,Tremont,64,19,115,118,0.2,0,0
650,113,0,0,Question 4: Minimum Wage Increase,No,,Trenton,Trenton,290,55,359,419,0.26,0,0
651,113,0,0,Question 4: Minimum Wage Increase,No,,Verona Island,Verona Island,136,14,141,134,0.32,0,0
652,113,0,0,Question 4: Minimum Wage Increase,No,,Waltham,Waltham,45,7,139,71,0.17,0,0
653,113,0,0,Question 4: Minimum Wage Increase,No,,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0,0
654,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
655,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
656,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
657,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
658,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
659,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
660,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
661,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
662,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
663,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
664,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
665,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
666,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
668,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
669,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
670,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
671,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
672,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
673,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
674,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
675,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
676,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Orland,Orland,446,72,415,648,0.28,0.26,0.41
677,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
678,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Otis,Otis,131,29,218,193,0.23,0.38,0.34
679,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
680,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
681,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
682,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
683,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
684,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
685,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Surry,Surry,378,64,433,368,0.3,0.35,0.3
686,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
687,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
688,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
689,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
690,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
691,114,0,0,Question 5: Ranked-Choice Voting,Yes,,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
692,114,0,0,Question 5: Ranked-Choice Voting,No,,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
693,114,0,0,Question 5: Ranked-Choice Voting,No,,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
694,114,0,0,Question 5: Ranked-Choice Voting,No,,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
695,114,0,0,Question 5: Ranked-Choice Voting,No,,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
696,114,0,0,Question 5: Ranked-Choice Voting,No,,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
697,114,0,0,Question 5: Ranked-Choice Voting,No,,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
698,114,0,0,Question 5: Ranked-Choice Voting,No,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
699,114,0,0,Question 5: Ranked-Choice Voting,No,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
700,114,0,0,Question 5: Ranked-Choice Voting,No,,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
701,114,0,0,Question 5: Ranked-Choice Voting,No,,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
702,114,0,0,Question 5: Ranked-Choice Voting,No,,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
703,114,0,0,Question 5: Ranked-Choice Voting,No,,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
704,114,0,0,Question 5: Ranked-Choice Voting,No,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
705,114,0,0,Question 5: Ranked-Choice Voting,No,,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
706,114,0,0,Question 5: Ranked-Choice Voting,No,,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
707,114,0,0,Question 5: Ranked-Choice Voting,No,,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
708,114,0,0,Question 5: Ranked-Choice Voting,No,,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
709,114,0,0,Question 5: Ranked-Choice Voting,No,,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
710,114,0,0,Question 5: Ranked-Choice Voting,No,,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
711,114,0,0,Question 5: Ranked-Choice Voting,No,,Orland,Orland,446,72,415,648,0.28,0.26,0.41
712,114,0,0,Question 5: Ranked-Choice Voting,No,,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
713,114,0,0,Question 5: Ranked-Choice Voting,No,,Otis,Otis,131,29,218,193,0.23,0.38,0.34
714,114,0,0,Question 5: Ranked-Choice Voting,No,,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
715,114,0,0,Question 5: Ranked-Choice Voting,No,,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
716,114,0,0,Question 5: Ranked-Choice Voting,No,,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
717,114,0,0,Question 5: Ranked-Choice Voting,No,,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
718,114,0,0,Question 5: Ranked-Choice Voting,No,,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
719,114,0,0,Question 5: Ranked-Choice Voting,No,,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
720,114,0,0,Question 5: Ranked-Choice Voting,No,,Surry,Surry,378,64,433,368,0.3,0.35,0.3
721,114,0,0,Question 5: Ranked-Choice Voting,No,,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
722,114,0,0,Question 5: Ranked-Choice Voting,No,,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
723,114,0,0,Question 5: Ranked-Choice Voting,No,,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
724,114,0,0,Question 5: Ranked-Choice Voting,No,,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
725,114,0,0,Question 5: Ranked-Choice Voting,No,,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
726,114,0,0,Question 5: Ranked-Choice Voting,No,,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
727,115,0,0,Question 6: Transportation Bond,Yes,,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
728,115,0,0,Question 6: Transportation Bond,Yes,,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
729,115,0,0,Question 6: Transportation Bond,Yes,,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
730,115,0,0,Question 6: Transportation Bond,Yes,,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
731,115,0,0,Question 6: Transportation Bond,Yes,,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
732,115,0,0,Question 6: Transportation Bond,Yes,,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
733,115,0,0,Question 6: Transportation Bond,Yes,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
734,115,0,0,Question 6: Transportation Bond,Yes,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
735,115,0,0,Question 6: Transportation Bond,Yes,,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
736,115,0,0,Question 6: Transportation Bond,Yes,,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
737,115,0,0,Question 6: Transportation Bond,Yes,,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
738,115,0,0,Question 6: Transportation Bond,Yes,,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
739,115,0,0,Question 6: Transportation Bond,Yes,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
741,115,0,0,Question 6: Transportation Bond,Yes,,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
742,115,0,0,Question 6: Transportation Bond,Yes,,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
743,115,0,0,Question 6: Transportation Bond,Yes,,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
744,115,0,0,Question 6: Transportation Bond,Yes,,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
745,115,0,0,Question 6: Transportation Bond,Yes,,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
746,115,0,0,Question 6: Transportation Bond,Yes,,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
747,115,0,0,Question 6: Transportation Bond,Yes,,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
748,115,0,0,Question 6: Transportation Bond,Yes,,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
749,115,0,0,Question 6: Transportation Bond,Yes,,Orland,Orland,446,72,415,648,0.28,0.26,0.41
750,115,0,0,Question 6: Transportation Bond,Yes,,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
751,115,0,0,Question 6: Transportation Bond,Yes,,Otis,Otis,131,29,218,193,0.23,0.38,0.34
752,115,0,0,Question 6: Transportation Bond,Yes,,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
753,115,0,0,Question 6: Transportation Bond,Yes,,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
754,115,0,0,Question 6: Transportation Bond,Yes,,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
755,115,0,0,Question 6: Transportation Bond,Yes,,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
756,115,0,0,Question 6: Transportation Bond,Yes,,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
757,115,0,0,Question 6: Transportation Bond,Yes,,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
758,115,0,0,Question 6: Transportation Bond,Yes,,Surry,Surry,378,64,433,368,0.3,0.35,0.3
759,115,0,0,Question 6: Transportation Bond,Yes,,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
760,115,0,0,Question 6: Transportation Bond,Yes,,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
761,115,0,0,Question 6: Transportation Bond,Yes,,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
762,115,0,0,Question 6: Transportation Bond,Yes,,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
763,115,0,0,Question 6: Transportation Bond,Yes,,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
764,115,0,0,Question 6: Transportation Bond,Yes,,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
765,115,0,0,Question 6: Transportation Bond,No,,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
766,115,0,0,Question 6: Transportation Bond,No,,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
767,115,0,0,Question 6: Transportation Bond,No,,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
768,115,0,0,Question 6: Transportation Bond,No,,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
769,115,0,0,Question 6: Transportation Bond,No,,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
770,115,0,0,Question 6: Transportation Bond,No,,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
771,115,0,0,Question 6: Transportation Bond,No,,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
772,115,0,0,Question 6: Transportation Bond,No,,Castine,Castine,307,48,316,375,0.29,0.3,0.36
773,115,0,0,Question 6: Transportation Bond,No,,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
774,115,0,0,Question 6: Transportation Bond,No,,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
775,115,0,0,Question 6: Transportation Bond,No,,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
776,115,0,0,Question 6: Transportation Bond,No,,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
777,115,0,0,Question 6: Transportation Bond,No,,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
778,115,0,0,Question 6: Transportation Bond,No,,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
779,115,0,0,Question 6: Transportation Bond,No,,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
780,115,0,0,Question 6: Transportation Bond,No,,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
781,115,0,0,Question 6: Transportation Bond,No,,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
782,115,0,0,Question 6: Transportation Bond,No,,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
783,115,0,0,Question 6: Transportation Bond,No,,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
784,115,0,0,Question 6: Transportation Bond,No,,Orland,Orland,446,72,415,648,0.28,0.26,0.41
785,115,0,0,Question 6: Transportation Bond,No,,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
786,115,0,0,Question 6: Transportation Bond,No,,Otis,Otis,131,29,218,193,0.23,0.38,0.34
787,115,0,0,Question 6: Transportation Bond,No,,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
788,115,0,0,Question 6: Transportation Bond,No,,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
789,115,0,0,Question 6: Transportation Bond,No,,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
790,115,0,0,Question 6: Transportation Bond,No,,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
791,115,0,0,Question 6: Transportation Bond,No,,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
792,115,0,0,Question 6: Transportation Bond,No,,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
793,115,0,0,Question 6: Transportation Bond,No,,Surry,Surry,378,64,433,368,0.3,0.35,0.3
794,115,0,0,Question 6: Transportation Bond,No,,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
795,115,0,0,Question 6: Transportation Bond,No,,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
796,115,0,0,Question 6: Transportation Bond,No,,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
797,115,0,0,Question 6: Transportation Bond,No,,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
798,115,0,0,Question 6: Transportation Bond,No,,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
799,115,0,0,Question 6: Transportation Bond,No,,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
800,1,0,0,U.S. President,Hillary Clinton,D,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
801,1,0,0,U.S. President,Hillary Clinton,D,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
802,1,0,0,U.S. President,Hillary Clinton,D,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
803,1,0,0,U.S. President,Hillary Clinton,D,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
804,1,0,0,U.S. President,Hillary Clinton,D,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
805,1,0,0,U.S. President,Hillary Clinton,D,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
806,1,0,0,U.S. President,Hillary Clinton,D,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
807,1,0,0,U.S. President,Hillary Clinton,D,Castine,Castine,307,48,316,375,0.29,0.3,0.36
808,1,0,0,U.S. President,Hillary Clinton,D,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
809,1,0,0,U.S. President,Hillary Clinton,D,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
810,1,0,0,U.S. President,Hillary Clinton,D,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
811,1,0,0,U.S. President,Hillary Clinton,D,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
812,1,0,0,U.S. President,Hillary Clinton,D,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
814,1,0,0,U.S. President,Hillary Clinton,D,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
815,1,0,0,U.S. President,Hillary Clinton,D,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
816,1,0,0,U.S. President,Hillary Clinton,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
817,1,0,0,U.S. President,Hillary Clinton,D,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
818,1,0,0,U.S. President,Hillary Clinton,D,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
819,1,0,0,U.S. President,Hillary Clinton,D,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
820,1,0,0,U.S. President,Hillary Clinton,D,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
821,1,0,0,U.S. President,Hillary Clinton,D,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
822,1,0,0,U.S. President,Hillary Clinton,D,Orland,Orland,446,72,415,648,0.28,0.26,0.41
823,1,0,0,U.S. President,Hillary Clinton,D,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
824,1,0,0,U.S. President,Hillary Clinton,D,Otis,Otis,131,29,218,193,0.23,0.38,0.34
825,1,0,0,U.S. President,Hillary Clinton,D,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
826,1,0,0,U.S. President,Hillary Clinton,D,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
827,1,0,0,U.S. President,Hillary Clinton,D,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
828,1,0,0,U.S. President,Hillary Clinton,D,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
829,1,0,0,U.S. President,Hillary Clinton,D,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
830,1,0,0,U.S. President,Hillary Clinton,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
831,1,0,0,U.S. President,Hillary Clinton,D,Surry,Surry,378,64,433,368,0.3,0.35,0.3
832,1,0,0,U.S. President,Hillary Clinton,D,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
833,1,0,0,U.S. President,Hillary Clinton,D,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
834,1,0,0,U.S. President,Hillary Clinton,D,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
835,1,0,0,U.S. President,Hillary Clinton,D,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
836,1,0,0,U.S. President,Hillary Clinton,D,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
837,1,0,0,U.S. President,Hillary Clinton,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
838,1,0,0,U.S. President,Donald Trump,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
839,1,0,0,U.S. President,Donald Trump,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
840,1,0,0,U.S. President,Donald Trump,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
841,1,0,0,U.S. President,Donald Trump,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
842,1,0,0,U.S. President,Donald Trump,R,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
