electionrecordid,raceorder,votes,reported,race,candidate,party,town,precinct,r_d,r_g,r_r,r_u,pct_d,pct_r,pct_u
843,1,0,0,U.S. President,Donald Trump,R,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
844,1,0,0,U.S. President,Donald Trump,R,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
845,1,0,0,U.S. President,Donald Trump,R,Castine,Castine,307,48,316,375,0.29,0.3,0.36
846,1,0,0,U.S. President,Donald Trump,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
847,1,0,0,U.S. President,Donald Trump,R,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
848,1,0,0,U.S. President,Donald Trump,R,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
849,1,0,0,U.S. President,Donald Trump,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
850,1,0,0,U.S. President,Donald Trump,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
852,1,0,0,U.S. President,Donald Trump,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
853,1,0,0,U.S. President,Donald Trump,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
854,1,0,0,U.S. President,Donald Trump,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
855,1,0,0,U.S. President,Donald Trump,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
856,1,0,0,U.S. President,Donald Trump,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
857,1,0,0,U.S. President,Donald Trump,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
858,1,0,0,U.S. President,Donald Trump,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
859,1,0,0,U.S. President,Donald Trump,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
860,1,0,0,U.S. President,Donald Trump,R,Orland,Orland,446,72,415,648,0.28,0.26,0.41
861,1,0,0,U.S. President,Donald Trump,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
862,1,0,0,U.S. President,Donald Trump,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
863,1,0,0,U.S. President,Donald Trump,R,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
864,1,0,0,U.S. President,Donald Trump,R,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
865,1,0,0,U.S. President,Donald Trump,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
866,1,0,0,U.S. President,Donald Trump,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
867,1,0,0,U.S. President,Donald Trump,R,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
868,1,0,0,U.S. President,Donald Trump,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
869,1,0,0,U.S. President,Donald Trump,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
870,1,0,0,U.S. President,Donald Trump,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
871,1,0,0,U.S. President,Donald Trump,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
872,1,0,0,U.S. President,Donald Trump,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
873,1,0,0,U.S. President,Donald Trump,R,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
874,1,0,0,U.S. President,Donald Trump,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
875,1,0,0,U.S. President,Donald Trump,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
876,1,0,0,U.S. President,Jill Stein,G,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
877,1,0,0,U.S. President,Jill Stein,G,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
878,1,0,0,U.S. President,Jill Stein,G,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
879,1,0,0,U.S. President,Jill Stein,G,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
880,1,0,0,U.S. President,Jill Stein,G,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
881,1,0,0,U.S. President,Jill Stein,G,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
882,1,0,0,U.S. President,Jill Stein,G,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
883,1,0,0,U.S. President,Jill Stein,G,Castine,Castine,307,48,316,375,0.29,0.3,0.36
884,1,0,0,U.S. President,Jill Stein,G,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
885,1,0,0,U.S. President,Jill Stein,G,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
886,1,0,0,U.S. President,Jill Stein,G,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
887,1,0,0,U.S. President,Jill Stein,G,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
888,1,0,0,U.S. President,Jill Stein,G,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
890,1,0,0,U.S. President,Jill Stein,G,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
891,1,0,0,U.S. President,Jill Stein,G,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
892,1,0,0,U.S. President,Jill Stein,G,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
893,1,0,0,U.S. President,Jill Stein,G,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
894,1,0,0,U.S. President,Jill Stein,G,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
895,1,0,0,U.S. President,Jill Stein,G,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
896,1,0,0,U.S. President,Jill Stein,G,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
897,1,0,0,U.S. President,Jill Stein,G,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
898,1,0,0,U.S. President,Jill Stein,G,Orland,Orland,446,72,415,648,0.28,0.26,0.41
899,1,0,0,U.S. President,Jill Stein,G,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
900,1,0,0,U.S. President,Jill Stein,G,Otis,Otis,131,29,218,193,0.23,0.38,0.34
901,1,0,0,U.S. President,Jill Stein,G,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
902,1,0,0,U.S. President,Jill Stein,G,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
903,1,0,0,U.S. President,Jill Stein,G,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
904,1,0,0,U.S. President,Jill Stein,G,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
905,1,0,0,U.S. President,Jill Stein,G,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
906,1,0,0,U.S. President,Jill Stein,G,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
907,1,0,0,U.S. President,Jill Stein,G,Surry,Surry,378,64,433,368,0.3,0.35,0.3
908,1,0,0,U.S. President,Jill Stein,G,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
909,1,0,0,U.S. President,Jill Stein,G,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
910,1,0,0,U.S. President,Jill Stein,G,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
911,1,0,0,U.S. President,Jill Stein,G,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
912,1,0,0,U.S. President,Jill Stein,G,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
913,1,0,0,U.S. President,Jill Stein,G,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
914,1,0,0,U.S. President,Gary Johnson,L,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
915,1,0,0,U.S. President,Gary Johnson,L,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
916,1,0,0,U.S. President,Gary Johnson,L,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
917,1,0,0,U.S. President,Gary Johnson,L,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
918,1,0,0,U.S. President,Gary Johnson,L,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
919,1,0,0,U.S. President,Gary Johnson,L,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
920,1,0,0,U.S. President,Gary Johnson,L,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
921,1,0,0,U.S. President,Gary Johnson,L,Castine,Castine,307,48,316,375,0.29,0.3,0.36
922,1,0,0,U.S. President,Gary Johnson,L,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
923,1,0,0,U.S. President,Gary Johnson,L,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
924,1,0,0,U.S. President,Gary Johnson,L,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
925,1,0,0,U.S. President,Gary Johnson,L,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
926,1,0,0,U.S. President,Gary Johnson,L,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
928,1,0,0,U.S. President,Gary Johnson,L,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
929,1,0,0,U.S. President,Gary Johnson,L,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
930,1,0,0,U.S. President,Gary Johnson,L,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
931,1,0,0,U.S. President,Gary Johnson,L,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
932,1,0,0,U.S. President,Gary Johnson,L,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
933,1,0,0,U.S. President,Gary Johnson,L,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
934,1,0,0,U.S. President,Gary Johnson,L,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
935,1,0,0,U.S. President,Gary Johnson,L,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
936,1,0,0,U.S. President,Gary Johnson,L,Orland,Orland,446,72,415,648,0.28,0.26,0.41
937,1,0,0,U.S. President,Gary Johnson,L,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
938,1,0,0,U.S. President,Gary Johnson,L,Otis,Otis,131,29,218,193,0.23,0.38,0.34
939,1,0,0,U.S. President,Gary Johnson,L,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
940,1,0,0,U.S. President,Gary Johnson,L,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
941,1,0,0,U.S. President,Gary Johnson,L,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
942,1,0,0,U.S. President,Gary Johnson,L,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
943,1,0,0,U.S. President,Gary Johnson,L,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
944,1,0,0,U.S. President,Gary Johnson,L,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
945,1,0,0,U.S. President,Gary Johnson,L,Surry,Surry,378,64,433,368,0.3,0.35,0.3
946,1,0,0,U.S. President,Gary Johnson,L,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
947,1,0,0,U.S. President,Gary Johnson,L,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
948,1,0,0,U.S. President,Gary Johnson,L,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
949,1,0,0,U.S. President,Gary Johnson,L,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
950,1,0,0,U.S. President,Gary Johnson,L,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
951,1,0,0,U.S. President,Gary Johnson,L,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
952,5,0,0,US House District 2,Emily Ann Cain,D,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
953,5,0,0,US House District 2,Emily Ann Cain,D,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
954,5,0,0,US House District 2,Emily Ann Cain,D,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
955,5,0,0,US House District 2,Emily Ann Cain,D,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
956,5,0,0,US House District 2,Emily Ann Cain,D,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
957,5,0,0,US House District 2,Emily Ann Cain,D,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
958,5,0,0,US House District 2,Emily Ann Cain,D,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
959,5,0,0,US House District 2,Emily Ann Cain,D,Castine,Castine,307,48,316,375,0.29,0.3,0.36
960,5,0,0,US House District 2,Emily Ann Cain,D,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
961,5,0,0,US House District 2,Emily Ann Cain,D,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
962,5,0,0,US House District 2,Emily Ann Cain,D,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
963,5,0,0,US House District 2,Emily Ann Cain,D,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
964,5,0,0,US House District 2,Emily Ann Cain,D,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
965,5,0,0,US House District 2,Emily Ann Cain,D,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
967,5,0,0,US House District 2,Emily Ann Cain,D,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
968,5,0,0,US House District 2,Emily Ann Cain,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
969,5,0,0,US House District 2,Emily Ann Cain,D,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
970,5,0,0,US House District 2,Emily Ann Cain,D,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
971,5,0,0,US House District 2,Emily Ann Cain,D,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
972,5,0,0,US House District 2,Emily Ann Cain,D,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
973,5,0,0,US House District 2,Emily Ann Cain,D,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
974,5,0,0,US House District 2,Emily Ann Cain,D,Orland,Orland,446,72,415,648,0.28,0.26,0.41
975,5,0,0,US House District 2,Emily Ann Cain,D,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
976,5,0,0,US House District 2,Emily Ann Cain,D,Otis,Otis,131,29,218,193,0.23,0.38,0.34
977,5,0,0,US House District 2,Emily Ann Cain,D,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
978,5,0,0,US House District 2,Emily Ann Cain,D,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
979,5,0,0,US House District 2,Emily Ann Cain,D,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
980,5,0,0,US House District 2,Emily Ann Cain,D,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
981,5,0,0,US House District 2,Emily Ann Cain,D,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
982,5,0,0,US House District 2,Emily Ann Cain,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
983,5,0,0,US House District 2,Emily Ann Cain,D,Surry,Surry,378,64,433,368,0.3,0.35,0.3
984,5,0,0,US House District 2,Emily Ann Cain,D,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
985,5,0,0,US House District 2,Emily Ann Cain,D,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
986,5,0,0,US House District 2,Emily Ann Cain,D,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
987,5,0,0,US House District 2,Emily Ann Cain,D,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
988,5,0,0,US House District 2,Emily Ann Cain,D,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
989,5,0,0,US House District 2,Emily Ann Cain,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
990,5,0,0,US House District 2,Bruce Poliquin,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
991,5,0,0,US House District 2,Bruce Poliquin,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
992,5,0,0,US House District 2,Bruce Poliquin,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
993,5,0,0,US House District 2,Bruce Poliquin,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
994,5,0,0,US House District 2,Bruce Poliquin,R,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
995,5,0,0,US House District 2,Bruce Poliquin,R,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
996,5,0,0,US House District 2,Bruce Poliquin,R,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
997,5,0,0,US House District 2,Bruce Poliquin,R,Castine,Castine,307,48,316,375,0.29,0.3,0.36
998,5,0,0,US House District 2,Bruce Poliquin,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
999,5,0,0,US House District 2,Bruce Poliquin,R,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
1000,5,0,0,US House District 2,Bruce Poliquin,R,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
1001,5,0,0,US House District 2,Bruce Poliquin,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1002,5,0,0,US House District 2,Bruce Poliquin,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1004,5,0,0,US House District 2,Bruce Poliquin,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1005,5,0,0,US House District 2,Bruce Poliquin,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1006,5,0,0,US House District 2,Bruce Poliquin,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
1007,5,0,0,US House District 2,Bruce Poliquin,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1008,5,0,0,US House District 2,Bruce Poliquin,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1009,5,0,0,US House District 2,Bruce Poliquin,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1010,5,0,0,US House District 2,Bruce Poliquin,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1011,5,0,0,US House District 2,Bruce Poliquin,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1012,5,0,0,US House District 2,Bruce Poliquin,R,Orland,Orland,446,72,415,648,0.28,0.26,0.41
1013,5,0,0,US House District 2,Bruce Poliquin,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1014,5,0,0,US House District 2,Bruce Poliquin,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1015,5,0,0,US House District 2,Bruce Poliquin,R,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
1016,5,0,0,US House District 2,Bruce Poliquin,R,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
1017,5,0,0,US House District 2,Bruce Poliquin,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1018,5,0,0,US House District 2,Bruce Poliquin,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1019,5,0,0,US House District 2,Bruce Poliquin,R,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
1020,5,0,0,US House District 2,Bruce Poliquin,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
1021,5,0,0,US House District 2,Bruce Poliquin,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1022,5,0,0,US House District 2,Bruce Poliquin,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1023,5,0,0,US House District 2,Bruce Poliquin,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1024,5,0,0,US House District 2,Bruce Poliquin,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1025,5,0,0,US House District 2,Bruce Poliquin,R,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
1026,5,0,0,US House District 2,Bruce Poliquin,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1027,5,0,0,US House District 2,Bruce Poliquin,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
1028,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
1029,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Castine,Castine,307,48,316,375,0.29,0.3,0.36
1030,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
1031,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
1032,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Orland,Orland,446,72,415,648,0.28,0.26,0.41
1033,23,0,0,State Senate District 8,Kimberley C. Rosen,R,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
1036,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1037,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1038,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1039,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1040,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
1041,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
1042,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
1043,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
1044,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1045,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1046,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1047,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1048,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1049,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1050,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1051,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1052,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1053,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
1054,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1055,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1056,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
1057,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1058,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1059,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1060,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1061,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
1062,22,0,0,State Senate District 7,Moira K. O&#039;Neil,D,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
1063,22,0,0,State Senate District 7,Brian D. Langley,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
1064,22,0,0,State Senate District 7,Brian D. Langley,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
1065,22,0,0,State Senate District 7,Brian D. Langley,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
1066,22,0,0,State Senate District 7,Brian D. Langley,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
1067,22,0,0,State Senate District 7,Brian D. Langley,R,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
1068,22,0,0,State Senate District 7,Brian D. Langley,R,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
1069,22,0,0,State Senate District 7,Brian D. Langley,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
1070,22,0,0,State Senate District 7,Brian D. Langley,R,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
1071,22,0,0,State Senate District 7,Brian D. Langley,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
1072,22,0,0,State Senate District 7,Brian D. Langley,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
1073,22,0,0,State Senate District 7,Brian D. Langley,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
1074,22,0,0,State Senate District 7,Brian D. Langley,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
1075,22,0,0,State Senate District 7,Brian D. Langley,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
1076,22,0,0,State Senate District 7,Brian D. Langley,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
1077,22,0,0,State Senate District 7,Brian D. Langley,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
1078,22,0,0,State Senate District 7,Brian D. Langley,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
1079,22,0,0,State Senate District 7,Brian D. Langley,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
1080,22,0,0,State Senate District 7,Brian D. Langley,R,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
1081,22,0,0,State Senate District 7,Brian D. Langley,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
1082,22,0,0,State Senate District 7,Brian D. Langley,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
1083,22,0,0,State Senate District 7,Brian D. Langley,R,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
1084,22,0,0,State Senate District 7,Brian D. Langley,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
1085,22,0,0,State Senate District 7,Brian D. Langley,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
1086,22,0,0,State Senate District 7,Brian D. Langley,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
1087,22,0,0,State Senate District 7,Brian D. Langley,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
1088,22,0,0,State Senate District 7,Brian D. Langley,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
