electionrecordid,raceorder,votes,reported,race,candidate,party,town,precinct,r_d,r_g,r_r,r_u,pct_d,pct_r,pct_u
,22,0,0,State Senate District 7,Brian D. Langley,R,Bar Harbor,,1654,172,859,1420,0.4,0.21,0.35
,22,0,0,State Senate District 7,Brian D. Langley,R,Blue Hill,,902,81,624,676,0.4,0.27,0.3
,22,0,0,State Senate District 7,Brian D. Langley,R,Brooklin,,257,45,191,248,0.35,0.26,0.33
,22,0,0,State Senate District 7,Brian D. Langley,R,Brooksville,,291,45,220,241,0.37,0.28,0.3
,22,0,0,State Senate District 7,Brian D. Langley,R,Cranberry Isles,,70,5,42,77,0.36,0.22,0.4
,22,0,0,State Senate District 7,Brian D. Langley,R,Deer Isle,,574,62,416,644,0.34,0.25,0.38
,22,0,0,State Senate District 7,Brian D. Langley,R,Ellsworth,,1377,196,2075,1840,0.25,0.38,0.34
,22,0,0,State Senate District 7,Brian D. Langley,R,Franklin,,249,49,375,340,0.25,0.37,0.34
,22,0,0,State Senate District 7,Brian D. Langley,R,Frenchboro,,12,4,9,17,0.29,0.21,0.4
,22,0,0,State Senate District 7,Brian D. Langley,R,Hancock,,407,62,676,582,0.24,0.39,0.34
,22,0,0,State Senate District 7,Brian D. Langley,R,Lamoine,,374,63,535,458,0.26,0.37,0.32
,22,0,0,State Senate District 7,Brian D. Langley,R,Mariaville,,76,18,113,148,0.21,0.32,0.42
,22,0,0,State Senate District 7,Brian D. Langley,R,Mount Desert,,637,66,494,615,0.35,0.27,0.34
,22,0,0,State Senate District 7,Brian D. Langley,R,Osborn,,9,1,33,8,0.18,0.65,0.16
,22,0,0,State Senate District 7,Brian D. Langley,R,Otis,,131,29,218,193,0.23,0.38,0.34
,22,0,0,State Senate District 7,Brian D. Langley,R,Sedgwick,,342,57,238,336,0.35,0.24,0.35
,22,0,0,State Senate District 7,Brian D. Langley,R,Sorrento,,86,8,94,77,0.32,0.35,0.29
,22,0,0,State Senate District 7,Brian D. Langley,R,Southwest Harbor,,468,69,383,590,0.31,0.25,0.39
,22,0,0,State Senate District 7,Brian D. Langley,R,Stonington,,285,37,169,410,0.32,0.19,0.46
,22,0,0,State Senate District 7,Brian D. Langley,R,Surry,,378,64,433,368,0.3,0.35,0.3
,22,0,0,State Senate District 7,Brian D. Langley,R,Swans Island,,64,19,115,118,0.2,0.36,0.37
,22,0,0,State Senate District 7,Brian D. Langley,R,Tremont,,64,19,115,118,0.2,0.36,0.37
,22,0,0,State Senate District 7,Brian D. Langley,R,Trenton,,290,55,359,419,0.26,0.32,0.37
,22,0,0,State Senate District 7,Brian D. Langley,R,Waltham,,45,7,139,71,0.17,0.53,0.27
,22,0,0,State Senate District 7,Brian D. Langley,R,Eastbrook,,73,10,124,112,0.23,0.39,0.35
,21,0,0,State Senator District 6,Joyce A. Maker,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
,21,0,0,State Senator District 6,Joyce A. Maker,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
,21,0,0,State Senator District 6,Joyce A. Maker,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
,21,0,0,State Senator District 6,Rock A. Alley,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
,21,0,0,State Senator District 6,Rock A. Alley,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
,21,0,0,State Senator District 6,Rock A. Alley,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
,31,0,0,Register of Probate,Gale S. Coughlin,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
,31,0,0,Register of Probate,Gale S. Coughlin,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
,31,0,0,Register of Probate,Gale S. Coughlin,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
,31,0,0,Register of Probate,Gale S. Coughlin,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
,31,0,0,Register of Probate,Gale S. Coughlin,R,Brooklin,Brooklin,257,45,191,248,0.35,0.26,0.33
,31,0,0,Register of Probate,Gale S. Coughlin,R,Brooksville,Brooksville,291,45,220,241,0.37,0.28,0.3
,31,0,0,Register of Probate,Gale S. Coughlin,R,Bucksport,Bucksport,1047,71,1103,1531,0.28,0.29,0.41
,31,0,0,Register of Probate,Gale S. Coughlin,R,Castine,Castine,307,48,316,375,0.29,0.3,0.36
,31,0,0,Register of Probate,Gale S. Coughlin,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
,31,0,0,Register of Probate,Gale S. Coughlin,R,Dedham,Dedham,324,41,450,506,0.25,0.34,0.38
,31,0,0,Register of Probate,Gale S. Coughlin,R,Deer Isle,Deer Isle,574,62,416,644,0.34,0.25,0.38
,31,0,0,Register of Probate,Gale S. Coughlin,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
,31,0,0,Register of Probate,Gale S. Coughlin,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
,31,0,0,Register of Probate,Gale S. Coughlin,R,Fletchers Landing,Fletchers Landing,,,,,,,
,31,0,0,Register of Probate,Gale S. Coughlin,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
,31,0,0,Register of Probate,Gale S. Coughlin,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
,31,0,0,Register of Probate,Gale S. Coughlin,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
,31,0,0,Register of Probate,Gale S. Coughlin,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
,31,0,0,Register of Probate,Gale S. Coughlin,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
,31,0,0,Register of Probate,Gale S. Coughlin,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
,31,0,0,Register of Probate,Gale S. Coughlin,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
,31,0,0,Register of Probate,Gale S. Coughlin,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
,31,0,0,Register of Probate,Gale S. Coughlin,R,Orland,Orland,446,72,415,648,0.28,0.26,0.41
,31,0,0,Register of Probate,Gale S. Coughlin,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
,31,0,0,Register of Probate,Gale S. Coughlin,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
,31,0,0,Register of Probate,Gale S. Coughlin,R,Penobscot,Penobscot,286,52,297,367,0.29,0.3,0.37
,31,0,0,Register of Probate,Gale S. Coughlin,R,Sedgwick,Sedgwick,342,57,238,336,0.35,0.24,0.35
,31,0,0,Register of Probate,Gale S. Coughlin,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
,31,0,0,Register of Probate,Gale S. Coughlin,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
,31,0,0,Register of Probate,Gale S. Coughlin,R,Stonington,Stonington,285,37,169,410,0.32,0.19,0.46
,31,0,0,Register of Probate,Gale S. Coughlin,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
,31,0,0,Register of Probate,Gale S. Coughlin,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
,31,0,0,Register of Probate,Gale S. Coughlin,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
,31,0,0,Register of Probate,Gale S. Coughlin,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
,31,0,0,Register of Probate,Gale S. Coughlin,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
,31,0,0,Register of Probate,Gale S. Coughlin,R,Verona Island,Verona Island,136,14,141,134,0.32,0.33,0.32
,31,0,0,Register of Probate,Gale S. Coughlin,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
,31,0,0,Register of Probate,Gale S. Coughlin,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Otis,Otis,131,29,218,193,0.23,0.38,0.34
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Surry,Surry,378,64,433,368,0.3,0.35,0.3
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
,32,0,0,County Commissioner District 1,Susan E. Walsh,D,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
,32,0,0,County Commissioner District 1,Bill Clark,R,Amherst,Amherst,52,9,73,66,0.26,0.37,0.33
,32,0,0,County Commissioner District 1,Bill Clark,R,Aurora,Aurora,15,2,38,22,0.19,0.49,0.29
,32,0,0,County Commissioner District 1,Bill Clark,R,Blue Hill,Blue Hill,902,81,624,676,0.4,0.27,0.3
,32,0,0,County Commissioner District 1,Bill Clark,R,Eastbrook,Eastbrook,73,10,124,112,0.23,0.39,0.35
,32,0,0,County Commissioner District 1,Bill Clark,R,Ellsworth,Ellsworth,1377,196,2075,1840,0.25,0.38,0.34
,32,0,0,County Commissioner District 1,Bill Clark,R,Gouldsboro,Gouldsboro,369,81,515,541,0.25,0.34,0.36
,32,0,0,County Commissioner District 1,Bill Clark,R,Great Pond,Great Pond,9,0,16,14,0.23,0.41,0.36
,32,0,0,County Commissioner District 1,Bill Clark,R,Mariaville,Mariaville,76,18,113,148,0.21,0.32,0.42
,32,0,0,County Commissioner District 1,Bill Clark,R,Osborn,Osborn,9,1,33,8,0.18,0.65,0.16
,32,0,0,County Commissioner District 1,Bill Clark,R,Otis,Otis,131,29,218,193,0.23,0.38,0.34
,32,0,0,County Commissioner District 1,Bill Clark,R,Sorrento,Sorrento,86,8,94,77,0.32,0.35,0.29
,32,0,0,County Commissioner District 1,Bill Clark,R,Sullivan,Sullivan,208,56,258,349,0.24,0.3,0.4
,32,0,0,County Commissioner District 1,Bill Clark,R,Surry,Surry,378,64,433,368,0.3,0.35,0.3
,32,0,0,County Commissioner District 1,Bill Clark,R,Waltham,Waltham,45,7,139,71,0.17,0.53,0.27
,32,0,0,County Commissioner District 1,Bill Clark,R,Winter Harbor,Winter Harbor,96,14,171,149,0.22,0.4,0.35
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
,33,0,0,County Commissioner District 3,Antonio Blasi,D,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Bar Harbor,Bar Harbor,1654,172,859,1420,0.4,0.21,0.35
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Cranberry Isles,Cranberry Isles,70,5,42,77,0.36,0.22,0.4
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Franklin,Franklin,249,49,375,340,0.25,0.37,0.34
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Frenchboro,Frenchboro,12,4,9,17,0.29,0.21,0.4
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Hancock,Hancock,407,62,676,582,0.24,0.39,0.34
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Lamoine,Lamoine,374,63,535,458,0.26,0.37,0.32
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Mount Desert,Mount Desert,637,66,494,615,0.35,0.27,0.34
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Southwest Harbor,Southwest Harbor,468,69,383,590,0.31,0.25,0.39
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Swans Island,Swans Island,64,19,115,118,0.2,0.36,0.37
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Tremont,Tremont,64,19,115,118,0.2,0.36,0.37
,33,0,0,County Commissioner District 3,Frederick R. Ehrlenbach,R,Trenton,Trenton,290,55,359,419,0.26,0.32,0.37
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
